#  Mix-Len	    Y 		 Z 		 [Fe/H]  [a/Fe]
#   1.884    0.2755  1.8757e-02   0.00    0.00
# 
#  Age =      3.00 Myr, No. Masses =   31
# 
#       N 			 Mass 		   log(g) 		 log(Teff) 		log(L/Lo) 		log(R/Ro)
   37.00000000     0.48000000     3.91348242     3.56722807    -0.57197987     0.10281135
   38.00000000     0.49000000     3.91645055     3.56914713    -0.55831965     0.10580242
   39.00000000     0.50000000     3.91930504     3.57094156    -0.54522699     0.10875945
   40.00000000     0.51000000     3.92211701     3.57267086    -0.53251591     0.11165598
   41.00000000     0.52000000     3.92486836     3.57435818    -0.52007634     0.11450082
   42.00000000     0.53000000     3.92753688     3.57601712    -0.50783438     0.11730380
   43.00000000     0.54000000     3.93017301     3.57765951    -0.49578494     0.12004349
   44.00000000     0.55000000     3.93282961     3.57929872    -0.48391728     0.12269826
   45.00000000     0.56000000     3.93549657     3.58095608    -0.47212950     0.12527671
   46.00000000     0.57000000     3.93815121     3.58264641    -0.46033480     0.12779311
   47.00000000     0.58000000     3.94078347     3.58435036    -0.44859794     0.13025400
   48.00000000     0.59000000     3.94338893     3.58604589    -0.43699956     0.13266308
   49.00000000     0.60000000     3.94597283     3.58773430    -0.42553205     0.13502038
   50.00000000     0.61000000     3.94853809     3.58942235    -0.41416474     0.13732712
   51.00000000     0.62000000     3.95106836     3.59111526    -0.40286300     0.13959298
   52.00000000     0.63000000     3.95354846     3.59281515    -0.39160470     0.14182690
   53.00000000     0.64000000     3.95598706     3.59451328    -0.38042166     0.14402647
   54.00000000     0.65000000     3.95838848     3.59620037    -0.36934312     0.14619160
   55.00000000     0.66000000     3.96071586     3.59787593    -0.35833382     0.14834292
   56.00000000     0.67000000     3.96293891     3.59953900    -0.34736919     0.15049749
   57.00000000     0.68000000     3.96509493     3.60117782    -0.33653203     0.15263753
   58.00000000     0.69000000     3.96722376     3.60278179    -0.32590250     0.15474390
   59.00000000     0.70000000     3.96930778     3.60435553    -0.31544280     0.15682682
   60.00000000     0.71000000     3.97132389     3.60590588    -0.30509992     0.15889933
   61.00000000     0.72000000     3.97328436     3.60743328    -0.29487791     0.16095615
   62.00000000     0.73000000     3.97520973     3.60893662    -0.28479500     0.16298777
   63.00000000     0.74000000     3.97711815     3.61041481    -0.27486892     0.16498592
   64.00000000     0.75000000     3.97902295     3.61186752    -0.26511093     0.16694485
   65.00000000     0.76000000     3.98092056     3.61329741    -0.25550656     0.16886751
   66.00000000     0.77000000     3.98280323     3.61470789    -0.24603496     0.17075906
   67.00000000     0.78000000     3.98466318     3.61610238    -0.23667526     0.17262464
   68.00000000     0.79000000     3.98649263     3.61748428    -0.22740659     0.17446940
   69.00000000     0.80000000     3.98828381     3.61885699    -0.21820811     0.17629848
   70.00000000     0.81000000     3.99002895     3.62022394    -0.20905893     0.17811705
   71.00000000     0.82000000     3.99172026     3.62158853    -0.19993821     0.17993023
   72.00000000     0.83000000     3.99334999     3.62295416    -0.19082507     0.18174319
   73.00000000     0.84000000     3.99491035     3.62432425    -0.18169865     0.18356106
   74.00000000     0.85000000     3.99639357     3.62570221    -0.17253809     0.18538899
   75.00000000     0.86000000     3.99779187     3.62709145    -0.16332252     0.18723214
   76.00000000     0.87000000     3.99909749     3.62849537    -0.15403108     0.18909566
   77.00000000     0.88000000     4.00030265     3.62991739    -0.14464292     0.19098467
   78.00000000     0.89000000     4.00139957     3.63136092    -0.13513716     0.19290435
